expression,reading,meaning,tags,guid
つじつま (はなしの～),つじつま (はなしの～),"조리, 앞뒤",JLPT_1 JLPT,jvc[~0R.1u
筒,つつ,관,JLPT_1 JLPT,w^XrZ[jgo`
突く,つつく,찌르다,JLPT_1 JLPT,B*u&&$(Hd.
突っ突く,つっつく,쿡쿡 찌르다; 재촉하다,JLPT_1 JLPT,"p5=i4N,JuA"
謹む,つつしむ,조신하다,JLPT_1 JLPT,gh_.MQ25nu
突っ張る,つっぱる,버티다,JLPT_1 JLPT,J%0:#u3#VS
務まる,つとまる,역할을 해낼 수 있다,JLPT_1 JLPT,cvC_+6=O[(
勤め先,つとめさき,직장,JLPT_1 JLPT,d%0{lsg|M/
努めて,つとめて,"되도록, 애써서",JLPT_1 JLPT,ie5f<%K4c(
津波,つなみ,쓰나미,JLPT_1 JLPT,MNnk0OWf1x
つねる,つねる,꼬집다,JLPT_1 JLPT,uFreoT2Btm
角,つの,뿔,JLPT_1 JLPT,de#UEAK(5-
募る,つのる,모금하다,JLPT_1 JLPT,LoJ`r.LWA^
唾,つば,침,JLPT_1 JLPT,BsP8}KfBI.
呟く,つぶやく,옹알거리다,JLPT_1 JLPT,ug.@5E|3HH
つぶら,つぶら,동그랗고 귀여운 모양,JLPT_1 JLPT,ef4-=?4kR%
つぶる (めを～),つぶる (めを～),눈을 감다,JLPT_1 JLPT,ndE`WwYDbY
壷,つぼ,"항아리, 단지",JLPT_1 JLPT,C3S8JvZPeU
蕾,つぼみ,꽃봉오리,JLPT_1 JLPT,"QMJ,;+-HP?"
連なる,つらなる,"뻗다, 펼치다, 일렬로 서다",JLPT_1 JLPT,mp~Cp%LGWd
貫く,つらぬく,꿰뚫다,JLPT_1 JLPT,j32^3)_a~A
連ねる,つらねる,늘어놓다,JLPT_1 JLPT,"f,+4Zn,xV["
釣り鐘,つりがね,"범종, 매다는 종",JLPT_1 JLPT,NCQt3~fkfu
吊り革,つりかわ,손잡이 끈,JLPT_1 JLPT,djH0o!(*c9
手当,てあて,수당,JLPT_1 JLPT,"re,MYOrC&P"
定義,ていぎ,정의,JLPT_1 JLPT,Ju;[Z@>(rL
提供,ていきょう,제공,JLPT_1 JLPT,nfoi|;u&u/
提携,ていけい,제휴,JLPT_1 JLPT,LK&~}-CW`X
体裁,ていさい,"체재, 체제",JLPT_1 JLPT,Pn+88/;c&{
提示,ていじ,제시,JLPT_1 JLPT,"ghC1,HWr`q"
ティシュペーパー,ティシュペーパー,"티슈, 화장지",JLPT_1 JLPT,E?F_x/Bz#;
定食,ていしょく,정식,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,dh@a8noi3!
訂正,ていせい,정정,JLPT_1 JLPT,xK_nbbN*:9
停滞,ていたい,정체,JLPT_1 JLPT,IS{H3A{d1v
邸宅,ていたく,저택,JLPT_1 JLPT,y<*6&i/ulR
定年,ていねん,정년,JLPT_1 JLPT,L&j?pv3_Qz
堤防,ていぼう,둑,JLPT_1 JLPT,vS/&|1=DC6
手遅れ,ておくれ,"이미 늦음, 때를 놓침",JLPT_1 JLPT,nekju?5ubj
でかい,でかい,거대한,JLPT_1 JLPT,Jx@s8-_D#U
手掛かり,てがかり,"꼬투리, 실마리",JLPT_1 JLPT,tv6_fmP+C^
手掛ける,てがける,시작하다,JLPT_1 JLPT,b`U6.}VMxH
手数,てかず,수공,JLPT_1 JLPT,JN-JN1T)fO
手軽,てがる,"쉬운, 간단한, 저렴한",JLPT_1 JLPT,O$[ge5&iL_
適応,てきおう,적응,JLPT_1 JLPT,qk3tIV:T3#
適宜,てきぎ,"적절히, 상황에 맞게",JLPT_1 JLPT,jN;;V2!rB&
適性,てきせい,적성,JLPT_1 JLPT,piX3]-NbDU
できもの,できもの,"종기, 발진",JLPT_1 JLPT,O_GU07-J5^
手際,てぎわ,솜씨,JLPT_1 JLPT,bEAk|h>/cN
出くわす,でくわす,마주치다,JLPT_1 JLPT,Q2(sjkHGlO
手順,てじゅん,순서,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,c1%awvoN<G
手錠,てじょう,수갑,JLPT_1 JLPT,M]H9j1Gt/U
手数,てすう,수공,JLPT_1 JLPT,f]Aus5bfMZ
デコレーション,デコレーション,장식,JLPT_1 JLPT,K-]Gk*htnp
手近,てぢか,"가까운, 편리한, 친숙한",JLPT_1 JLPT,I~^!M@4Nmr
てっきり,てっきり,틀림없이 ~인 줄,JLPT_1 JLPT,K?Vg%~I#2j
鉄鋼,てっこう,철강,JLPT_1 JLPT,rVT@BH(A<O
デッサン,デッサン,소묘,JLPT_1 JLPT,E=Z>y*~.3/
徹する,てっする,투철하다,JLPT_1 JLPT,"vaiF^,!jUj"
てっぺん,てっぺん,고갯마루,JLPT_1 JLPT,e*DdFUG2(%
鉄棒,てつぼう,철봉,JLPT_1 JLPT,r<o!(5nPnk
出直し,でなおし,"다시 시작함, 재출발",JLPT_1 JLPT,PF+k$MO93w
掌,てのひら,손뼉,JLPT_1 JLPT,D(Up6FVIZ(
手配,てはい,수배,JLPT_1 JLPT,J>A}Co`l`L
手筈,てはず,"절차, 준비, 계획",JLPT_1 JLPT,O--?RK?-XP
手引,てびき,"안내, 길잡이",JLPT_1 JLPT,J{/gJ9FsV[
手本,てほん,본보기,JLPT_1 JLPT,"t|h[1W,pPs"
手回し,てまわし,미리 준비함,JLPT_1 JLPT,dy-/j^Gui]
手元,てもと,수중,JLPT_1 JLPT,tu&}1&?g%w
デモンストレーション,デモンストレーション,시위,JLPT_1 JLPT,I55gT%~:[j
照り返す,てりかえす,되쏘다,JLPT_1 JLPT,kIkT2-(*J3
テレックス,テレックス,"텔렉스, 텔레타이프라이터 교환기",JLPT_1 JLPT,v1+D>d&5H.
手分け,てわけ,분업,JLPT_1 JLPT,m#VeALIb8e
天,てん,하늘,JLPT_1 JLPT,NGMN.ktbZT
田園,でんえん,전원,JLPT_1 JLPT,u^Yf4=SXt+
天下,てんか,천하,JLPT_1 JLPT,c`j(?T6s|2
転回,てんかい,"회전, 방향 전환",JLPT_1 JLPT,CdUnq5y&]D
連休,れんきゅう,연휴,JLPT_1 JLPT,v&B%&=.umW
レンジ,レンジ,레인지,JLPT_1 JLPT,"jL!E`UXR^,"
連日,れんじつ,연일,JLPT_1 JLPT,CSkupzR%yX
連帯,れんたい,연대,JLPT_1 JLPT,d+1viQ!EW$
レンタカー,レンタカー,렌터카,JLPT_1 JLPT,LHb}$Ksd`G
連中,れんちゅう,"무리, 일행",JLPT_1 JLPT,fcpKtyDAP?
レントゲン,レントゲン,뢴트겐,JLPT_1 JLPT,GHk0mkE1#{
連邦,れんぽう,연방,JLPT_1 JLPT,xfk/&QS*u}
連盟,れんめい,연맹,JLPT_1 JLPT,rV)jw]&6Ih
老衰,ろうすい,노쇠,JLPT_1 JLPT,w1ZJJ7QWeX
朗読,ろうどく,낭독,JLPT_1 JLPT,El2iMtJ(Sl
浪費,ろうひ,낭비,JLPT_1 JLPT,u{Vu7w)%?(
労力,ろうりょく,노력,JLPT_1 JLPT,qiD=dg1#y~
ロープウエイ,ロープウエイ,"로프웨이, 케이블카",JLPT_1 JLPT,pKV@$<+q~Q
ロープ,ロープ,밧줄,JLPT_1 JLPT,uDO_!v|0Dd
ろくな,ろくな,변변한(주로 부정과 함께),JLPT_1 JLPT,s_@NG</ZI-
露骨,ろこつ,"노골적, 숨김없음",JLPT_1 JLPT,okKA1R-|_f
ロマンチック,ロマンチック,낭만적,JLPT_1 JLPT,M?mRP8})iJ
論議,ろんぎ,논의,JLPT_1 JLPT,c_VVnx7{Qw
論理,ろんり,논리,JLPT_1 JLPT,L6>bmEs.Go
惑星,わくせい,행성,JLPT_1 JLPT,i(EF_1YXl@
技,わざ,테크닉,JLPT_1 JLPT,BM:PE.Zf/W
わざわざ,わざわざ,일부러,JLPT_1 JLPT Intermediate_Japanese_Ln.9 Intermediate_Japanese,t+s8u__g5@
煩わしい,わずらわしい,번거롭다,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,d%nLdUaXBB
渡り鳥,わたりどり,철새,JLPT_1 JLPT,OW4.0`K.za
ワット,ワット,와트,JLPT_1 JLPT,Cl9:c$w_K0
詫び,わび,사과,JLPT_1 JLPT,AUUCTG`g4{
和文,わぶん,"일본문, 일본어 문장",JLPT_1 JLPT,hA!eAFwp%C
藁,わら,짚,JLPT_1 JLPT,IT5]>S[<%w
～割,～わり,할,JLPT_1 JLPT,lrri&x/?!~
割当,わりあて,쿼터,JLPT_1 JLPT,IlKj$LsL25
割込む,わりこむ,"끼어들다, 방해하다",JLPT_1 JLPT,"ItKL,F,rvP"
悪者,わるもの,악당,JLPT_1 JLPT,zqrlJ[/)nS
我,われ,"나, 자신, 자아",JLPT_1 JLPT,Cj(Z-pN+6@
捗る,はかどる,나아가다,JLPT_1 JLPT,LcVyrW<_Ko
はかない,はかない,"덧없다, 허무하다",JLPT_1 JLPT,wqukd{`F!4
ばかばかしい,ばかばかしい,데데하다,JLPT_1 JLPT,PG3w`deiE$
破棄,はき,파기,JLPT_1 JLPT,bm7xC^8X(_
剥ぐ,はぐ,벗기다,JLPT_1 JLPT,D@e1MI=??R
迫害,はくがい,핍박,JLPT_1 JLPT,ApZ+iCu%0a
薄弱,はくじゃく,박약,JLPT_1 JLPT,f:hfy$ygWT
白状,はくじょう,자백,JLPT_1 JLPT,J/Jj0`N>b{
漠然,ばくぜん,막연함,JLPT_1 JLPT,z<3ukk)iX!
爆弾,ばくだん,폭탄,JLPT_1 JLPT,qYU+(QByX-
爆破,ばくは,폭파,JLPT_1 JLPT,"m),XrBltSD"
暴露,ばくろ,폭로,JLPT_1 JLPT,i/U;Q_t$DD
励ます,はげます,격려하다,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,Ov]Au<DThv
励む,はげむ,"열의를 갖다, 노력하다",JLPT_1 JLPT,eRMmv1gB8h
剥げる,はげる,"벗겨지다, 벗어지다",JLPT_1 JLPT,m#-VcH[ruD
化ける,ばける,둔갑하다,JLPT_1 JLPT,"zsj~iuc<,S"
派遣,はけん,파견,JLPT_1 JLPT,xZEi_Ueutn
恥,はじ,창피,JLPT_1 JLPT,H_9U]_^tqP
弾く,はじく,"퉁기다, 튕기다",JLPT_1 JLPT,p02dcV&o1#
パジャマ,パジャマ,파자마,JLPT_1 JLPT,Ipo@;IW-Nr
恥じらう,はじらう,"부끄러워하다, 수줍어하다",JLPT_1 JLPT,"D}9,{%uTed"
恥じる,はじる,부끄러워하다,JLPT_1 JLPT,p`-?T7SXQx
橋渡し,はしわたし,가교,JLPT_1 JLPT,l%|j(`9GzE
弾む,はずむ,튀다,JLPT_1 JLPT,jr]t()sL{)
破損,はそん,파손,JLPT_1 JLPT,AcKSLKW:yW
叩く,はたく,떨어내다,JLPT_1 JLPT,"dWYi~RDgh,"
裸足,はだし,맨발,JLPT_1 JLPT,"po~Uf#TR,"
果たす,はたす,다하다,JLPT_1 JLPT,"DK+O{$,$^%"
蜂蜜,はちみつ,꿀,JLPT_1 JLPT,t2`Wi>Wvpr
パチンコ,パチンコ,파칭코,JLPT_1 JLPT,"N,S-[g<N~X"
罰,ばつ,벌,JLPT_1 JLPT,pak.tgGX7x
発育,はついく,발육,JLPT_1 JLPT,r)!<G?/hIO
発芽,はつが,발아,JLPT_1 JLPT,odw.?IsV+e
発掘,はっくつ,발굴,JLPT_1 JLPT,EM>uH;4cf/
発言,はつげん,발언,JLPT_1 JLPT,LH_cLO;>A#
バッジ,バッジ,배지,JLPT_1 JLPT,yC^3FORnX|
発生,はっせい,발생,JLPT_1 JLPT,[~75YIE]^
仕立てる,したてる,만들다,JLPT_1 JLPT,c;3A;W&iox
下取り,したどり,보상 판매,JLPT_1 JLPT,x00~X}Z@;z
下火,したび,불길이 약해짐; 쇠퇴함,JLPT_1 JLPT,GXttEHji#P
実,じつ,열매,JLPT_1 JLPT,"O,>]AbA1/T"
実家,じっか,본가,JLPT_1 JLPT,m9e#UdET8v
失格,しっかく,실격,JLPT_1 JLPT,h!}VE0Z-kV
質疑,しつぎ,질의,JLPT_1 JLPT,Mk?<?~7ejy
失脚,しっきゃく,실각,JLPT_1 JLPT,dyF+u*87v/
実業家,じつぎょうか,실업가,JLPT_1 JLPT,j8A-]Sd~|q
シック,シック,세련된,JLPT_1 JLPT,b].GYST!sM
じっくり,じっくり,잘,JLPT_1 JLPT,OuD=.N_4bL
躾,しつけ,예의범절을 가르침,JLPT_1 JLPT,p&pKDPj+ET
躾ける,しつける,"훈육하다, 예절을 가르치다",JLPT_1 JLPT,M=EeDC2V^e
実践,じっせん,실천,JLPT_1 JLPT,lCEkku)Adc
質素,しっそ,검소,JLPT_1 JLPT,Lg&>>9*&@$
実態,じったい,속살,JLPT_1 JLPT,r05!(zrd*p
失調,しっちょう,"실조, 균형 상실",JLPT_1 JLPT,wL|Xhp<^m}
嫉妬,しっと,질투,JLPT_1 JLPT,"II[T1j,nrR"
実費,じっぴ,실비,JLPT_1 JLPT,"Brcf8cxL,]"
指摘,してき,지적,JLPT_1 JLPT,0XMUSx1~^
自転,じてん,자전,JLPT_1 JLPT,eZnBlzL^Oi
助動詞,じょどうし,조동사,JLPT_1 JLPT,MGBzC/KjZ/
淑やか,しとやか,조신,JLPT_1 JLPT,cs-RRQGVDP
萎びる,しなびる,쪼그라지다,JLPT_1 JLPT,n39PUN5yKB
シナリオ,シナリオ,시나리오,JLPT_1 JLPT,mcEC.#phJ/
しなやか,しなやか,유연하고 나긋나긋하다,JLPT_1 JLPT,"llcgEUgd,}"
屎尿,しにょう,분뇨,JLPT_1 JLPT,L{NJwSJvE1
地主,じぬし,집주인,JLPT_1 JLPT,P7lP?kfIYU
凌ぐ,しのぐ,능가하다,JLPT_1 JLPT,G74MSKaZvn
芝,しば,잔디,JLPT_1 JLPT,M1OofFOiDR
始発,しはつ,첫차,JLPT_1 JLPT,b5g^3snh;^
耳鼻科,じびか,이비인후과,JLPT_1 JLPT,M#I&@5u]tl
私物,しぶつ,"사물, 개인 소지품",JLPT_1 JLPT,vg>TaiCbc?
しぶとい,しぶとい,모질다,JLPT_1 JLPT,mEFQwL`E!]
司法,しほう,사법,JLPT_1 JLPT,^h2%#WFiG
始末,しまつ,처치,JLPT_1 JLPT,xVDH)/d;?h
染みる,しみる,배다,JLPT_1 JLPT,uv-Quw{L2O
使命,しめい,사명,JLPT_1 JLPT,G+Vq)M-:^P
地元,じもと,고장,JLPT_1 JLPT,v:38b>tQ|E
視野,しや,시야,JLPT_1 JLPT,MXdrD7jy4!
弱,じゃく,약-,JLPT_1 JLPT,nRYFcY_m8}
社交,しゃこう,사교,JLPT_1 JLPT,vg:~]#q8^J
ジャズ,ジャズ,재즈,JLPT_1 JLPT,A5m[%vwV8S
謝絶,しゃぜつ,사절,JLPT_1 JLPT,MBe{>RfT0i
社宅,しゃたく,사택,JLPT_1 JLPT,DbP-W*D~|w
若干,じゃっかん,약간,JLPT_1 JLPT,Q(Uny@e~8I
三味線,しゃみせん,샤미센,JLPT_1 JLPT,s_z^^gPG!F
斜面,しゃめん,경사면,JLPT_1 JLPT,x+=N.j3d7a
砂利,じゃり,"자갈, 자갈돌",JLPT_1 JLPT,ATQMr:.4bz
洒落る,しゃれる,모양내다,JLPT_1 JLPT,H%!QFip;AM
ジャンパー,ジャンパー,잠바,JLPT_1 JLPT,"n,_jvSzMfG"
ジャンプ,ジャンプ,점프,JLPT_1 JLPT,pw$gcH64r%
ジャンボ,ジャンボ,점보,JLPT_1 JLPT,uk]{9`9Xq{
ジャンル,ジャンル,장르,JLPT_1 JLPT,c5niOf<?L8
主,しゅ,"주인, 주; 신",JLPT_1 JLPT,tZY2oe0@.s
種,しゅ,종,JLPT_1 JLPT,rY$n|JRb)Y
私有,しゆう,사유,JLPT_1 JLPT,jZOSWJzMsO
～宗,～しゅう,종파,JLPT_1 JLPT,cpa^uYdTpm
収益,しゅうえき,수익,JLPT_1 JLPT,u?TiI-~;B#
修学,しゅうがく,수학,JLPT_1 JLPT,bPtmF5tna#
周期,しゅうき,주기,JLPT_1 JLPT,CsG?_1Ru~6
衆議院,しゅうぎいん,중의원,JLPT_1 JLPT,tTQG>y9]$G
就業,しゅうぎょう,취업,JLPT_1 JLPT,cF>5iCVH#I
従業員,じゅうぎょういん,종업원,JLPT_1 JLPT,e0Gyloi?1+
集計,しゅうけい,집계,JLPT_1 JLPT,s4<5~0hL>(
襲撃,しゅうげき,습격,JLPT_1 JLPT,ogO5j2R_;R
収支,しゅうし,수지,JLPT_1 JLPT,kLuRkT404Z
終始,しゅうし,시종,JLPT_1 JLPT,b9XF3_Vc&-
修士,しゅうし,석사,JLPT_1 JLPT,eySOZRKm#K
従事,じゅうじ,종사,JLPT_1 JLPT,kZT/egI[mV
終日,しゅうじつ,"온종일, 진종일",JLPT_1 JLPT,AR^6lmvOwg
充実,じゅうじつ,"충실함, 내용이 알참",JLPT_1 JLPT,tGa!Bufhy/
収集,しゅうしゅう,수집,JLPT_1 JLPT,"g+wGkM,J!."
十字路,じゅうじろ,네거리,JLPT_1 JLPT,M-P484f.3r
執着,しゅうじゃく,집착,JLPT_1 JLPT,u`m`$IGAEz
執着,しゅうちゃく,집착,JLPT_1 JLPT,k5L#!.1c@y
柔軟,じゅうなん,유연한,JLPT_1 JLPT,o$JEWneOMf
重複,じゅうふく,중복,JLPT_1 JLPT,xsR4^tk;%3
収容,しゅうよう,수용,JLPT_1 JLPT,e@q$+H3N_E
従来,じゅうらい,종래,JLPT_1 JLPT,m&r$7kIG&x
守衛,しゅえい,수위,JLPT_1 JLPT,e^0%h@~lt8
主演,しゅえん,주연,JLPT_1 JLPT,n]D<c|Caow
主観,しゅかん,주관,JLPT_1 JLPT,lW5DbL!{A5
修行,しゅぎょう,수행,JLPT_1 JLPT,KirESaOr*_
塾,じゅく,학원,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,r6*vU;-fx(
祝賀,しゅくが,축하,JLPT_1 JLPT,wRzD+</l;5
宿命,しゅくめい,숙명,JLPT_1 JLPT,BFNKk^{M1j
手芸,しゅげい,수예,JLPT_1 JLPT,QuReZ-t?cb
主権,しゅけん,주권,JLPT_1 JLPT,bc]8:XVC+v
主催,しゅさい,주최,JLPT_1 JLPT,Az?/+|wSuL
取材,しゅざい,취재,JLPT_1 JLPT,ALv+C0}[Uy
趣旨,しゅし,취지,JLPT_1 JLPT,r#aoMGQ7ru
種々,しゅじゅ,"여러 종류, 갖가지",JLPT_1 JLPT,L$zP;w1Dds
主食,しゅしょく,주식,JLPT_1 JLPT,Ff{n(i0=[l
主人公,しゅじんこう,주인공,JLPT_1 JLPT,Ci-hQYEll
主体,しゅたい,주체,JLPT_1 JLPT,"wk,7:5Ulq:"
主題,しゅだい,주제,JLPT_1 JLPT,t4<KTH8w{.
出演,しゅつえん,출연,JLPT_1 JLPT,B>+JLE{F%w
出血,しゅっけつ,출혈,JLPT_1 JLPT,jt7Tvjw[T<
出現,しゅつげん,출현,JLPT_1 JLPT,et$R3oC-m[
出産,しゅっさん,"해산, 분만",JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,CT4;+h>Ai7
出社,しゅっしゃ,출근,JLPT_1 JLPT,Gd$MA{t_:M
出生,しゅっしょう,출생,JLPT_1 JLPT,CwJVE%al3B
出生,しゅっせい,출생,JLPT_1 JLPT,cV$*)i2b6%
微量,びりょう,미량,JLPT_1 JLPT,Ix21c!hl+{
昼飯,ひるめし,점심,JLPT_1 JLPT,B4a{kV3{l&
比例,ひれい,비례,JLPT_1 JLPT,u^9gz.!&Uk
疲労,ひろう,피로,JLPT_1 JLPT,m.KXL51O8=
敏感,びんかん,과민,JLPT_1 JLPT,i]}jt3Q.(f
貧困,ひんこん,빈곤,JLPT_1 JLPT,xy9G9E{K5M
品質,ひんしつ,품질,JLPT_1 JLPT,v)0nMB=(Mu
貧弱,ひんじゃく,빈약,JLPT_1 JLPT,"AT#enW$Yd,"
品種,ひんしゅ,품종,JLPT_1 JLPT,K%9{]!|f1(
ヒント,ヒント,힌트,JLPT_1 JLPT,l]_+v%b&%R
頻繁,ひんぱん,빈번; 빈번한,JLPT_1 JLPT,D{nW!<u7<*
貧乏,びんぼう,"가난, 빈곤",JLPT_1 JLPT,KjBzaYHZW.
ファイト,ファイト,파이팅; 싸움,JLPT_1 JLPT,"C?{V+<,&x0"
ファイル,ファイル,파일,JLPT_1 Genki_Ln.16 JLPT Genki,srC<dgokBJ
ファン,ファン,팬,JLPT_1 JLPT,hsy0ORScG&
不意,ふい,별안간,JLPT_1 JLPT,xgYlO*O}d~
フィルタ,フィルタ,필터,JLPT_1 JLPT,jmKbIb6QcW
封,ふう,"봉함, 봉인",JLPT_1 JLPT,iHGcq7T#S>
封鎖,ふうさ,봉쇄,JLPT_1 JLPT,Ae_x+Wt0^{
風車,ふうしゃ,풍차,JLPT_1 JLPT,m${YvIujFj
風習,ふうしゅう,풍속,JLPT_1 JLPT,IfkXX^HH}1
風俗,ふうぞく,풍속,JLPT_1 JLPT,e3n120S&QB
ブーツ,ブーツ,털신,JLPT_1 JLPT,Nihzy$?;~s
風土,ふうど,풍토,JLPT_1 JLPT,B(IXgyGNd~
ブーム,ブーム,붐,JLPT_1 JLPT,FMQ@X9![T+
フォーム,フォーム,폼,JLPT_1 JLPT,N.>_aoM)4S
部下,ぶか,부하,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki,At:l-rSeL9
不可欠,ふかけつ,불가결,JLPT_1 JLPT,$D>BzY&Eq
ぶかぶか,ぶかぶか,할딱할딱,JLPT_1 JLPT,M4TQ1zs9*D
不吉,ふきつ,불길함,JLPT_1 JLPT,GG4guCQ>St
不況,ふきょう,불황,JLPT_1 JLPT,NAxBuR@3>.
布巾,ふきん,행주,JLPT_1 JLPT,P<Zf%&wJ!m
複合,ふくごう,복합,JLPT_1 JLPT,p=QT;iGf;n
福祉,ふくし,복지,JLPT_1 JLPT,b03!@u1#5V
覆面,ふくめん,복면,JLPT_1 JLPT,QXg#lB9xS_
膨れる,ふくれる,부풀다,JLPT_1 JLPT,"Ie:O+1U,1j"
不景気,ふけいき,불경기,JLPT_1 JLPT,"iNdMUnu]F,"
耽る,ふける,"묻히다, 빠지다",JLPT_1 JLPT,v[B)O.T7PD
老ける,ふける,조로하다,JLPT_1 JLPT,QZ$)s`u+7V
富豪,ふごう,부호,JLPT_1 JLPT,de)G:rS8ob
布告,ふこく,포고,JLPT_1 JLPT,m`EP77(8*G
ブザー,ブザー,부저,JLPT_1 JLPT,C0kjm{<IuS
負債,ふさい,부채,JLPT_1 JLPT,qG<ySRudYV
不在,ふざい,부재,JLPT_1 JLPT,rCM+ktTr!?
ふさわしい,ふさわしい,걸맞다,JLPT_1 JLPT,j1c*Q9d`L}
不順,ふじゅん,불순,JLPT_1 JLPT,kwTZda>KFz
負傷,ふしょう,부상,JLPT_1 JLPT,o+oZbWGZ`o
侮辱,ぶじょく,모욕,JLPT_1 JLPT,g>J&PTIuaT
不審,ふしん,의심,JLPT_1 JLPT,jmIlRt&BUg
不振,ふしん,침체,JLPT_1 JLPT,G]_~>elSdu
武装,ぶそう,무장,JLPT_1 JLPT,JTlLA8kPQ$
札,ふだ,"패, 표찰",JLPT_1 JLPT,P_/*Zy2*:b
負担,ふたん,부담,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Gta/;X`Z+t
不調,ふちょう,"부진, 상태 불량",JLPT_1 JLPT,j!ymTpYo|(
復活,ふっかつ,부활,JLPT_1 JLPT,Hga}Pqjl1G
物議,ぶつぎ,물의,JLPT_1 JLPT,E>jQlZ<@Gi
復旧,ふっきゅう,복구,JLPT_1 JLPT,v+skQS.kck
復興,ふっこう,부흥,JLPT_1 JLPT,DSf6z@!#o3
物資,ぶっし,물자,JLPT_1 JLPT,wx*<XPsco8
仏像,ぶつぞう,불상,JLPT_1 JLPT,oCnal+d5Dm
物体,ぶったい,물체,JLPT_1 JLPT,vQK(_s<&_e
沸騰,ふっとう,"비등, 끓음",JLPT_1 JLPT,K!6nK8uJ5*
不当,ふとう,부당,JLPT_1 JLPT,"AB;-J~^I,j"
不動産,ふどうさん,부동산,JLPT_1 JLPT,Mv%siEq0S4
無難,ぶなん,"무난함, 안전함",JLPT_1 JLPT,L:*{h+[3Gh
赴任,ふにん,부임,JLPT_1 JLPT,oAb.`u!o*I
腐敗,ふはい,부패,JLPT_1 JLPT,M`8*mP*qtg
不評,ふひょう,"악평, 평판이 나쁨",JLPT_1 JLPT,uWKg6kq8N?
不服,ふふく,"불만, 불평, 반대",JLPT_1 JLPT,efQHJ:1O+%
普遍,ふへん,보편,JLPT_1 JLPT,DU4nCA/=D7
踏まえる,ふまえる,입각하다,JLPT_1 JLPT,FbvWJQ2aYz
踏み込む,ふみこむ,파고들다,JLPT_1 JLPT,KsQ]!/u$%%
不明,ふめい,불명,JLPT_1 JLPT,c[|*N}]Ng.
部門,ぶもん,파트,JLPT_1 JLPT,fW<r$/Xexi
扶養,ふよう,부양,JLPT_1 JLPT,c&|r4tzL6g
ふらふら,ふらふら,"뱅뱅, 빙빙",JLPT_1 JLPT,cGi)S~zu?F
ぶらぶら,ぶらぶら,"대롱대롱, 흔들흔들; 어슬렁어슬렁",JLPT_1 JLPT,"cSlQ|q,LD<"
振り返る,ふりかえる,뒤돌아보다,JLPT_1 JLPT,i6Y*X-6gv)
振り出し,ふりだし,출발점; 어음 발행,JLPT_1 JLPT,"A2?E7UEb&,"
不良,ふりょう,불량,JLPT_1 JLPT,APww5XImb>
浮力,ふりょく,부력,JLPT_1 JLPT,DkFrZlvY6D
武力,ぶりょく,무력,JLPT_1 JLPT,l$;!dayR0#
ブル,ブル,황소,JLPT_1 JLPT,vCf7eeE})t
震わせる,ふるわせる,들먹들먹하다,JLPT_1 JLPT,j:m!@?JEXR
無礼,ぶれい,무례,JLPT_1 JLPT,hx5Ck[5*mQ
付録,ふろく,부록,JLPT_1 JLPT,z3>_<:;2Kw
フロント,フロント,앞부분; 프런트 데스크,JLPT_1 JLPT,QB*(L<))Uf
憤慨,ふんがい,분개,JLPT_1 JLPT,M|ckH|tS}_
文化財,ぶんかざい,문화재,JLPT_1 JLPT,GKrt{zi]?g
分業,ぶんぎょう,분업,JLPT_1 JLPT,BTtV3{+^[7
文語,ぶんご,"글말, 문어",JLPT_1 JLPT,O2yEclYZ/f
分散,ぶんさん,분산,JLPT_1 JLPT,w2^IG)[nB&
分子,ぶんし,분자,JLPT_1 JLPT,rK-5&@bZ0^
紛失,ふんしつ,분실,JLPT_1 JLPT,j5|sBvq.}8
噴出,ふんしゅつ,분출,JLPT_1 JLPT,D3z2#~XD*U
文書,ぶんしょ,문서,JLPT_1 JLPT,bo]+8nZw?m
紛争,ふんそう,분쟁,JLPT_1 JLPT,OV3#PrQH78
ふんだん,ふんだん,풍요,JLPT_1 JLPT,MwIZm`m=c%
分担,ぶんたん,분담,JLPT_1 JLPT,gy+k.s^o1O
奮闘,ふんとう,분투,JLPT_1 JLPT,L`X>(7GS~^
分配,ぶんぱい,분배,JLPT_1 JLPT,r[[VI2iWnz
分母,ぶんぼ,분모,JLPT_1 JLPT,BM+H~/z91A
粉末,ふんまつ,분말,JLPT_1 JLPT,O?vF%vQ*a#
分離,ぶんり,분리,JLPT_1 JLPT,u?^XP3ZSZ)
分裂,ぶんれつ,분열,JLPT_1 JLPT,FG95S7^tJT
ペア,ペア,쌍,JLPT_1 JLPT,k=Nb=9qw5N
兵器,へいき,병기,JLPT_1 JLPT,wAUL<0|lY_
閉口,へいこう,"질림, 난처함",JLPT_1 JLPT,g74gm$0hDG
