expression,reading,meaning,tags,guid
後悔,こうかい,후회,JLPT_1 JLPT JLPT_3,Q1e2dQ@sG$
航海,こうかい,항해,JLPT_1 JLPT JLPT_3,dFa`<B!Rly
拘束,こうそく,구속,JLPT_1 JLPT JLPT_3,wAH|5]9<;T
荒廃,こうはい,황폐,JLPT_1 JLPT JLPT_3,Pi<&-yXN08
降伏,こうふく,항복,JLPT_1 JLPT JLPT_3,nz>D*v/PPD
興奮,こうふん,흥분,JLPT_1 JLPT JLPT_3,uG+;eVvuCD
語句,ごく,글귀,JLPT_1 JLPT JLPT_3,IeE<Oj.e6u
個々,ここ,"각각, 개개",JLPT_1 JLPT JLPT_3,p2d:ics3}r
故人,こじん,고인,JLPT_1 JLPT JLPT_3,i${0Y&niQE
小銭,こぜに,잔돈,JLPT_1 JLPT JLPT_3,"e/(},oiNGD"
ことによると,ことによると,"경우에 따라서는, 어쩌면",JLPT_1 JLPT JLPT_3,B{&~P5e&VY
コンテスト,コンテスト,"경연, 경연 대회",JLPT_1 JLPT JLPT_3,sp5g%^>}gq
採集,さいしゅう,채집,JLPT_1 JLPT JLPT_3,Np[aMg9Zl4
作,さく,작,JLPT_1 JLPT JLPT_3,e0vQj1EM3V
策,さく,-책,JLPT_1 JLPT JLPT_3,m7/9u%VJ!K
設備,せつび,설비,JLPT JLPT_2 JLPT_3,LIo%jKRqQs
絶滅,ぜつめつ,멸종,JLPT JLPT_2 JLPT_3,io[YAo{Uu@
節約,せつやく,절약,JLPT JLPT_2 JLPT_3,"HN*O,b6I.s"
攻める,せめる,공격하다,JLPT JLPT_2 JLPT_3,tc4C[W7HwN
責める,せめる,책망하다,JLPT JLPT_2 JLPT_3,h&^&{;rWzw
善,ぜん,선,JLPT JLPT_2 JLPT_3,I+Wsd9&>8`
全,ぜん,전,JLPT JLPT_2 JLPT_3,"AlSQZeMOe,"
全員,ぜんいん,전원,JLPT JLPT_2 JLPT_3,sZoXHnMU/8
専攻,せんこう,전공,JLPT JLPT_2 JLPT_3,ya8a{Dc>vj
全国,ぜんこく,전국,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,^t`okG[_.
洗剤,せんざい,세정제,JLPT JLPT_2 JLPT_3,L<+Y;nNWE2
先日,せんじつ,일전,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,u}70pX97Ud
前者,ぜんしゃ,전자,JLPT JLPT_2 JLPT_3,PvTkSo0mR<
選手,せんしゅ,선수,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,v.;e@CEJx|
全身,ぜんしん,전신,JLPT JLPT_2 JLPT_3,pwxE{6M)x(
前進,ぜんしん,전진,JLPT JLPT_2 JLPT_3,Bf[eOsL^b6
センター,センター,센터,JLPT JLPT_2 JLPT_3,CxiSJ@d^~:
全体,ぜんたい,전체,JLPT JLPT_2 JLPT_3,"P>z,++>r(]"
選択,せんたく,선택,JLPT JLPT_2 JLPT_3,k:.P/+fPZu
宣伝,せんでん,선전,JLPT JLPT_2 JLPT_3,JC$lTUtjG[
象,ぞう,코끼리,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,q&<afrju^O
騒音,そうおん,소음,JLPT JLPT_2 JLPT_3,Nq>ZUuvl@9
増加,ぞうか,증가,JLPT JLPT_2 JLPT_3,LCq]gC<#T)
操作,そうさ,조작,JLPT JLPT_2 JLPT_3,"mJ]7X>,V`y"
想像,そうぞう,상상,JLPT JLPT_2 JLPT_3,k^1Z0>wFtS
相続,そうぞく,상속,JLPT JLPT_2 JLPT_3,gLl5L9nWQL
装置,そうち,장치,JLPT JLPT_2 JLPT_3,QP$y~p+;R`
相当,そうとう,상당히,JLPT JLPT_2 JLPT_3,X|0~/xXGn
速度,そくど,속도,JLPT JLPT_2 JLPT_3,H;GE;N$A%]
底,そこ,"밑창, 바닥, 밑바닥",JLPT JLPT_2 JLPT_3,E!a4:Hc]KR
そこで,そこで,게서,JLPT JLPT_2 JLPT_3,Q`8<U+}b2H
組織,そしき,조직,JLPT JLPT_2 JLPT_3,zpGgl@h_Va
そして,そして,그리고,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,HVz1zz!rU*
注ぐ,そそぐ,붓다,JLPT JLPT_2 JLPT_3,O|qtLZv)ag
育つ,そだつ,자라나다,JLPT JLPT_2 JLPT_3,DVd%wrkTnE
そっくり,そっくり,"꼭 닮음; 전부, 통째로",JLPT JLPT_2 JLPT_3,"il,5{T<Ci/"
そっと,そっと,"가만가만, 가만가만히",JLPT JLPT_2 JLPT_3,dNlkAuY%B;
袖,そで,소매,JLPT JLPT_2 JLPT_3,qAnG-iHgN/
備える,そなえる,"대비하다, 예비하다",JLPT JLPT_2 JLPT_3,nSf<nF|Wp=
具える,そなえる,갖추다,JLPT JLPT_2 JLPT_3,HK##7~;{8M
そのうえ,そのうえ,게다가,JLPT JLPT_2 JLPT_3,g4O`W+&@o;
そのうち,そのうち,근간,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,PuLL>@8)rT
そのまま,そのまま,그대로,JLPT JLPT_2 JLPT_3,Ct<iM4(-qV
蕎麦,そば,메밀국수,JLPT JLPT_2 JLPT_3,Bbh7N0fI`c
ソファー,ソファー,소파,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,z;bE4U6LP3
粗末,そまつ,"함부로 함, 소홀히 함",JLPT JLPT_2 JLPT_3,j6Do>kVF89
それぞれ,それぞれ,각각,JLPT JLPT_2 JLPT_3,IU/9u{#l]`
それでも,それでも,"고나마, 그나마",JLPT JLPT_2 JLPT_3,A4Ma6XxBkC
それと,それと,그리고; 그것과,JLPT JLPT_2 JLPT_3,qT%b.lO-Up
それとも,それとも,또는,JLPT JLPT_2 JLPT_3,FIBH9OiuNP
揃う,そろう,갖추어지다,JLPT JLPT_2 JLPT_3,eH+q6_0;;H
揃える,そろえる,통일하다,JLPT JLPT_2 JLPT_3,"Hx^8k,vcgU"
損,そん,"손실, 불리함",JLPT JLPT_2 JLPT_3,r5pYyEz*uG
損害,そんがい,"출혈, 손해",JLPT JLPT_2 JLPT_3,KNy-!0Msk~
尊敬,そんけい,존대,JLPT JLPT_2 JLPT_3,nh_pmhy#.q
存在,そんざい,존재,JLPT JLPT_2 JLPT_3,Ah?vt+0Deq
尊重,そんちょう,숭상,JLPT JLPT_2 JLPT_3,h?{mP2f_-B
田,た,논,JLPT JLPT_2 JLPT_3,"w7MwtWnKt,"
他,た,타,JLPT JLPT_2 JLPT_3,P;is[6zAC!
対,たい,"쌍, 커플, 세트",JLPT JLPT_2 JLPT_3,"Moj,JFB9!<"
大,だい,대,JLPT JLPT_2 JLPT_3,LwTE(&7K+A
題,だい,"제목, 주제, 테마",JLPT JLPT_2 JLPT_3,F^XD~^:A@0
体育,たいいく,체육,JLPT JLPT_2 JLPT_3,CYaFjR7lk/
体温,たいおん,체온,JLPT JLPT_2 JLPT_3,JV$<Rwhu{y
大会,たいかい,대회,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,qPbid=y~O&
大気,たいき,대기,JLPT JLPT_2 JLPT_3,"Hhm(,tKo;q"
代金,だいきん,대가,JLPT JLPT_2 JLPT_3,d6Cwm*}ZjB
退屈,たいくつ,"지루함, 따분함",JLPT JLPT_2 JLPT_3,F(8G#=fSzj
滞在,たいざい,체류,JLPT JLPT_2 JLPT_3,bk>r|^ok!J
大使,たいし,대사,JLPT JLPT_2 JLPT_3,zN!*9mGhu4
大した,たいした,대수롭다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,oM^M6iE>L5
体重,たいじゅう,몸무게,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,t`1!Oqj**T
対象,たいしょう,대상,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"p^#)B+1eX,"
対照,たいしょう,대조,JLPT JLPT_2 JLPT_3,n>fKKV=_7/
大臣,だいじん,일본에서 장관을 일컫는 말. 대신,JLPT JLPT_2 JLPT_3,Ob3O=(AH>h
対する,たいする,대하다,JLPT JLPT_2 JLPT_3,ybI4-s}gla
大戦,たいせん,대전,JLPT JLPT_2 JLPT_3,f`t4(w295-
態度,たいど,태도,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,CRe5#!Zg2
大統領,だいとうりょう,대통령,JLPT JLPT_2 JLPT_3,mQ?{N?L_2<
大半,たいはん,대부분,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,L@eG[f#yFA
代表,だいひょう,대표,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,[cqqR!>%Z
大部分,だいぶぶん,대부분,JLPT JLPT_2 JLPT_3,xCOUr6=j:7
タイプライター,タイプライター,타자기,JLPT JLPT_2 JLPT_3,wfroZ+;inq
逮捕,たいほ,체포,JLPT JLPT_2 JLPT_3,"mP*P.Zr^,5"
題名,だいめい,제목,JLPT JLPT_2 JLPT_3,x5M%%Ua514
ダイヤ,ダイヤ,다이아,JLPT JLPT_2 JLPT_3,u65Ybwgo>d
太陽,たいよう,태양,JLPT JLPT_2 JLPT_3,Ods5M>&o#p
平ら,たいら,평평한,JLPT JLPT_2 JLPT_3,CCHa|.m;y*
代理,だいり,서리,JLPT JLPT_2 JLPT_3,`LJ^*Zc6.
大陸,たいりく,대륙,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"j9v8D@q,-`"
倒す,たおす,"쓰러뜨리다, 쓰러트리다",JLPT JLPT_2 JLPT_3,O)2K@u<S75
タオル,タオル,수건,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,wEC@Qp%tX#
だが,だが,그렇지만,JLPT JLPT_2 JLPT_3,yVQqFsidK:
互い,たがい,"서로, 서로서로",JLPT JLPT_2 JLPT_3,"A/w*RxK,aS"
高める,たかめる,높이다,JLPT JLPT_2 JLPT_3,k95gRhn5$b
宝,たから,보물,JLPT JLPT_2 JLPT_3,"Ms,V*:XqhK"
宅,たく,댁,JLPT JLPT_2 JLPT_3,NDCW+QVEo*
炊く,たく,쑤다,JLPT JLPT_2 JLPT_3,nMc=w-?iw5
焚く,たく,불태우다,JLPT JLPT_2 JLPT_3,Dg<UbH>Qcm
抱く,だく,안다,JLPT JLPT_2 JLPT_3,KKtZ{u;?<t
だけど,だけど,하지만,JLPT JLPT_2 JLPT_3,B]!P5f2EJ8
たしか,たしか,확실함; 확실하다,JLPT JLPT_2 JLPT_3,Ai@Savd_m@
確かめる,たしかめる,다지다,JLPT JLPT_2 JLPT_3,zRU$$MH{a;
多少,たしょう,"다소, 약간",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,Lr;d$E?/U|
助かる,たすかる,살아나다,JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki,xVSsgH{D[a
助ける,たすける,돕다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3,l/GW}?_@LC
ただ,ただ,"무료, 오직",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki,FnqECB)M9z
只,ただ,"공것, 공짜",JLPT JLPT_2 JLPT_3,t3-MU5x.ml
唯,ただ,한갓,JLPT JLPT_2 JLPT_3,F%qA~M)1]b
戦い,たたかい,"싸움, 전투",JLPT JLPT_2 JLPT_3,q9<05fFYz
戦う,たたかう,다투다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Bby>Z<O$Cf
叩く,たたく,"치다, 족치다",JLPT JLPT_2 JLPT_3,qn)FIw6-x/
直ちに,ただちに,곧바로,JLPT JLPT_2 JLPT_3,K6vcg?:lAW
畳む,たたむ,접다,JLPT JLPT_2 JLPT_3,rkct5mr//(
立ち上がる,たちあがる,기립하다,JLPT JLPT_2 JLPT_3,HlZc:`g<19
立場,たちば,입장,JLPT JLPT_2 JLPT_3,m+%3thjJjg
建つ,たつ,서다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,n<i_4fThiw
経つ,たつ,"가다, 있다",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,"r,N`cWnW^X"
達する,たっする,"도달하다, 달하다",JLPT JLPT_2 JLPT_3,wK1Ias[)#c
唯,たった,어간의 하나,JLPT JLPT_2 JLPT_3,uOH:v;n@##
だって,だって,인들,JLPT JLPT_2 JLPT_3,EX/P_yzE.A
たっぷり,たっぷり,푸짐히,JLPT JLPT_2 JLPT_3,m+yv?z5be0
たとえ,たとえ,"설령, 설사",JLPT JLPT_2 JLPT_3,hFX[Llvj7<
谷,たに,"골, 골짜기",JLPT JLPT_2 JLPT_3,hcMe_RS(U*
他人,たにん,타인,JLPT JLPT_2 JLPT_3,hCa*aP>NLK
種,たね,씨앗,JLPT JLPT_2 JLPT_3,q$QKyzwhUV
束,たば,다발,JLPT JLPT_2 JLPT_3,HpG5d&jd4^
足袋,たび,일본식 버선,JLPT JLPT_2 JLPT_3,bhqtwW<taj
度,たび,"번, 회(횟수 단위)",JLPT JLPT_2 JLPT_3,c~q$.~Py-+
旅,たび,여행,JLPT JLPT_2 JLPT_3,AP3&ju<[do
たびたび,たびたび,"자주, 반복적으로, 빈번하게",JLPT JLPT_2 JLPT_3,N_zxk]NfeP
玉,たま,사리,JLPT JLPT_2 JLPT_3,kel|c(YKw~
球,たま,사리,JLPT JLPT_2 JLPT_3,"IL5}@,L(HU"
弾,たま,"총알, 탄환",JLPT JLPT_2 JLPT_3,t`CC/|.iog
偶,たま,"짝, 우연",JLPT JLPT_2 JLPT_3,H%.6|y[Mxx
騙す,だます,후리다,JLPT JLPT_2 JLPT_3,Lk)a>8:jDg
偶々,たまたま,"우연히, 때마침",JLPT JLPT_2 JLPT_3,JUx|gK)1.9
たまらない,たまらない,몸살(이) 나다,JLPT JLPT_2 JLPT_3,l`8q_oGHnv
溜まる,たまる,괴다,JLPT JLPT_2 JLPT_3,vB$#wF*|#8
黙る,だまる,침묵하다,JLPT JLPT_2 JLPT_3,s)emL*qV&)
試し,ためし,시험,JLPT JLPT_2 JLPT_3,qBNYe=mSa8
試す,ためす,시험하다,JLPT JLPT_2 JLPT_3,OHz{.@pYIY
溜める,ためる,가두다,JLPT JLPT_2 JLPT_3,I-!#mDL3^x
便り,たより,서신,JLPT JLPT_2 JLPT_3,gbz0bmQQdz
頼る,たよる,"의존하다, 기대다",JLPT JLPT_2 JLPT_3,Cpd=G;du6L
段,だん,단,JLPT JLPT_2 JLPT_3,CK0>fzUr{x
単位,たんい,"학점, 단위",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,ddo&;VY0jx
単語,たんご,단어,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,v$Mi}v}l@p
男子,だんし,남자,JLPT JLPT_2 JLPT_3,o|;<c@[|f3
単純,たんじゅん,단순,JLPT JLPT_2 JLPT_3,c0+aDZX4Q5
誕生,たんじょう,탄생,JLPT JLPT_2 JLPT_3,dP`<<G(e41
ダンス,ダンス,춤,JLPT JLPT_2 JLPT_3,euR|T?GwM~
団体,だんたい,단체,JLPT JLPT_2 JLPT_3,N[4TY72XQk
担当,たんとう,담당,JLPT JLPT_2 JLPT_3,eVQE*ebssb
単なる,たんなる,단지,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,bCE(TsI6rY
単に,たんに,비단,JLPT JLPT_2 JLPT_3,ndj9zxLbCH
地,ち,땅,JLPT JLPT_2 JLPT_3,o?b;2k}iDx
地位,ちい,지위,JLPT JLPT_2 JLPT_3,PA:U(:c/cc
地域,ちいき,지역,JLPT JLPT_2 JLPT_3,kp_^FvzmU=
チーズ,チーズ,치즈,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v`l$a/$V*R
チーム,チーム,팀,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zOpx4Q5dSu
知恵,ちえ,지혜,JLPT JLPT_2 JLPT_3,jp9hTe)yc?
地下,ちか,지하,JLPT JLPT_2 JLPT_3,I;*P_Q7^ak
違い,ちがい,"차이, 차이점",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,E&4b+:J$~A
違いない,ちがいない,맞다,JLPT JLPT_2 JLPT_3,hLl(I;+k]7
近頃,ちかごろ,"요사이, 요새",JLPT JLPT_2 JLPT_3,f(L:7>]T]*
地球,ちきゅう,지구,JLPT JLPT_2 JLPT_3,qL[iG:?A.4
地区,ちく,지구,JLPT JLPT_2 JLPT_3,f^*Mzp$yP!
遅刻,ちこく,지각,JLPT JLPT_2 JLPT_3,BI&hsIsXx!
知事,ちじ,지사,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,ISq?4C~q1c
知識,ちしき,지식,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,JB`8NU-%cx
父親,ちちおや,부친,JLPT JLPT_2 JLPT_3,x^b@}}_x/I
知能,ちのう,지능,JLPT JLPT_2 JLPT_3,s0*$SOLx]G
地平線,ちへいせん,지평선,JLPT JLPT_2 JLPT_3,K*ilXC|Xu$
地方,ちほう,지방,JLPT JLPT_2 JLPT_3,"z)]^*l}=r,"
茶,ちゃ,차,JLPT JLPT_2 JLPT_3,"fMCQ,=~B@s"
チャンス,チャンス,기회,JLPT JLPT_2 JLPT_3,m8a~R)2L&s
ちゃんと,ちゃんと,"충분히, 제대로",JLPT JLPT_2 JLPT_3,fb]dH3uhx1
中,ちゅう,중,JLPT JLPT_2 JLPT_3,giNr]3xbMq
注,ちゅう,주,JLPT JLPT_2 JLPT_3,ewit4l?.v2
中央,ちゅうおう,가운데,JLPT JLPT_2 JLPT_3,hbJS=^3J3d
中学,ちゅうがく,중학교,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,BDc+1/~Gst
中古,ちゅうこ,중고,JLPT JLPT_2 JLPT_3,oGNXy5VYfH
中止,ちゅうし,중지,JLPT JLPT_2 JLPT_3,blGv@A}r>*
駐車,ちゅうしゃ,주차,JLPT JLPT_2 JLPT_3,r:>>eJ5z0v
昼食,ちゅうしょく,오찬,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Ce&bm$.+x}
中心,ちゅうしん,"축, 중심",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,qN$B1x]6v4
注目,ちゅうもく,"눈길, 조명",JLPT JLPT_2 JLPT_3,D//womH([Q
注文,ちゅうもん,주문,JLPT JLPT_2 JLPT_3,"s6G1Y@{fM,"
長期,ちょうき,장기,JLPT JLPT_2 JLPT_3,c8O%1yU]YR
調査,ちょうさ,조사,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,d$M#lyGTF?
調子,ちょうし,"컨디션, 톤",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"d]P8,Fg)ha"
頂上,ちょうじょう,정상,JLPT JLPT_2 JLPT_3,dQdf#E1ni7
ちょうだい,ちょうだい,주세요,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,o/CK30c)[2
貯金,ちょきん,저금,JLPT JLPT_2 JLPT_3,Qk=_]>V~E6
直接,ちょくせつ,직접,JLPT JLPT_2 JLPT_3,s&G:wJLBgj
著者,ちょしゃ,필자,JLPT JLPT_2 JLPT_3,f3<v-734W$
散らす,ちらす,흩다,JLPT JLPT_2 JLPT_3,vw$z+tJyr%
散る,ちる,지다,JLPT JLPT_2 JLPT_3,J2:m]+werC
遂に,ついに,종내,JLPT JLPT_2 JLPT_3,nxB*ZCg|Xk
通過,つうか,통과,JLPT JLPT_2 JLPT_3,ph$_=yR?BI
通貨,つうか,통화,JLPT JLPT_2 JLPT_3,/j4TmH~2}
通学,つうがく,통학,JLPT JLPT_2 JLPT_3,J:l]_|3w@r
通勤,つうきん,통근,JLPT JLPT_2 JLPT_3,e/9Ql]v_wl
通行,つうこう,통행,JLPT JLPT_2 JLPT_3,c^6[uEL+8F
通じる,つうじる,통하다,JLPT JLPT_2 JLPT_3,t0;rVhq2PA
通信,つうしん,통신,JLPT JLPT_2 JLPT_3,jbQzL}efHR
通訳,つうやく,통역,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,A:!.K&=/gb
捕まる,つかまる,잡히다,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,zje2ssH%h&
掴む,つかむ,움켜잡다,JLPT JLPT_2 JLPT_3,AX[XflD{[A
疲れ,つかれ,피로,JLPT JLPT_2 JLPT_3,il1GiN=]{4
付き合い,つきあい,친분,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,y]4O/.LN};
付合う,つきあう,"사귀다, 어울리다",JLPT JLPT_2 JLPT_3,comK`lsMXR
次々,つぎつぎ,"차례로, 하나씩",JLPT JLPT_2 JLPT_3,tMy_Cz-rgH
付く,つく,따라붙다,JLPT JLPT_2 JLPT_3,CCTf>ERIuq
就く,つく,"앉다, 오르다",JLPT JLPT_2 JLPT_3,f$o&/[vj_J
突く,つく,찌르다,JLPT JLPT_2 JLPT_3,deUV5De}4o
次ぐ,つぐ,버금가다,JLPT JLPT_2 JLPT_3,lPJSJa%iEy
注ぐ,つぐ,붓다,JLPT JLPT_2 JLPT_3,H]>=HALt|h
付ける,つける,붙이다,JLPT JLPT_2 JLPT_3,COK~n$@s;+
着ける,つける,"붙이다, 차다",JLPT JLPT_2 JLPT_3,xK/@QFUs`+
伝わる,つたわる,건너다,JLPT JLPT_2 JLPT_3,I(SdOHy)n4
土,つち,토양,JLPT JLPT_2 JLPT_3,b0C;E+y*OO
続き,つづき,속편,JLPT JLPT_2 JLPT_3,DOx[F]Tq]~
包み,つつみ,꾸러미,JLPT JLPT_2 JLPT_3,"A$,U3V5z/a"
勤め,つとめ,"근무, 직장",JLPT JLPT_2 JLPT_3,jyI}</P9|V
務め,つとめ,책무,JLPT JLPT_2 JLPT_3,HBnD=Z&jL.
繋がる,つながる,연결되다,JLPT JLPT_2 JLPT_3,o>5Zj80/>t
繋ぐ,つなぐ,묶다,JLPT JLPT_2 JLPT_3,dvYDG|g:)z
繋げる,つなげる,잇달다,JLPT JLPT_2 JLPT_3,CaP($Be11=
常に,つねに,항시,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"bxwo]l,au."
翼,つばさ,날개,JLPT JLPT_2 JLPT_3,h7J%]@@_.i
つまり,つまり,곧,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Qct:$c#r&I
罪,つみ,죄,JLPT JLPT_2 JLPT_3,MgWjvX`Yu]
積む,つむ,쌓다,JLPT JLPT_2 JLPT_3,"j$?]*}X8^,"
詰める,つめる,좁히다,JLPT JLPT_2 JLPT_3,r`t;z%W._9
積もる,つもる,쌓이다,JLPT JLPT_2 JLPT_3,B|7C=u@tnY
梅雨,つゆ,장마,JLPT JLPT_2 JLPT_3,Kq1aO&o3e~
辛い,つらい,쓰라리다,JLPT JLPT_2 JLPT_3,x#3!zMZ{Ua
釣,つり,낚시,JLPT JLPT_2 JLPT_3,hp*Ne3T*|9
連れ,つれ,"동행, 동반자",JLPT JLPT_2 JLPT_3,"M#vEpHbV,1"
出,で,어간의 하나,JLPT JLPT_2 JLPT_3,w{EtNFmA(5
出会い,であい,만남,JLPT JLPT_2 JLPT_3,d]*3#}qvAo
出合い,であい,만남,JLPT JLPT_2 JLPT_3,NNhd{.G%>}
出会う,であう,만나다,JLPT JLPT_2 JLPT_3,OTct<~-|UE
提案,ていあん,제안,JLPT JLPT_2 JLPT_3,"iGm7,)MoHt"
定期,ていき,정기 예금,JLPT JLPT_2 JLPT_3,A!sHO/~:s^
抵抗,ていこう,저항,JLPT JLPT_2 JLPT_3,N(w.Tb~N=E
提出,ていしゅつ,제출,JLPT JLPT_2 JLPT_3,_gNbOk8-6
停電,ていでん,정전,JLPT JLPT_2 JLPT_3,H}DrQpl/{h
程度,ていど,정도,JLPT JLPT_2 JLPT_3,F`R&X?&TVu
停留所,ていりゅうじょ,정류장,JLPT JLPT_2 JLPT_3,Awx`muH^bu
デート,デート,데이트,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.3 Genki,OE9g6(Wr!Q
敵,てき,적,JLPT JLPT_2 JLPT_3,Ea+9Js(Fd+
出来事,できごと,사건,JLPT JLPT_2 JLPT_3,jSaj(o[]4Q
適する,てきする,합당하다,JLPT JLPT_2 JLPT_3,BBp^;rnN&Z
適切,てきせつ,적절한,JLPT JLPT_2 JLPT_3,GJ78SM<nAC
適度,てきど,적당한,JLPT JLPT_2 JLPT_3,"P,Aa?trXr^"
適用,てきよう,적용,JLPT JLPT_2 JLPT_3,F[1:.C?p}A
できれば,できれば,될 수 있으면,JLPT JLPT_2 JLPT_3,Nl1_P@+[2J
手品,てじな,마술,JLPT JLPT_2 JLPT_3,Bmip}Vg}I5
ですから,ですから,따라서,JLPT JLPT_2 JLPT_3,Jo!p#Qfr#o
鉄,てつ,"무쇠, 쇠",JLPT JLPT_2 JLPT_3,u7QQ@g<pTi
哲学,てつがく,철학,JLPT JLPT_2 JLPT_3,w4;9Z6RDj*
手伝い,てつだい,도움,JLPT JLPT_2 JLPT_3,KsJJ=HC*D~
徹底,てってい,철저,JLPT JLPT_2 JLPT_3,u^FH5{m=7A
鉄道,てつどう,철도,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,fH8D~mT1*!
徹夜,てつや,"밤새움, 밤샘",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"Lx.`K,!_&%"
手間,てま,품,JLPT JLPT_2 JLPT_3,zh##v%wLiw
デモ,デモ,데모,JLPT JLPT_2 JLPT_3,zxldW(*v39
典型,てんけい,전형,JLPT JLPT_2 JLPT_3,b#]l?Jh5h
天候,てんこう,날씨,JLPT JLPT_2 JLPT_3,Du(D%o0?(h
電子,でんし,전자,JLPT JLPT_2 JLPT_3,KF~X[<t._6
テント,テント,텐트,JLPT JLPT_2 JLPT_3,C+]@`|c9$-
伝統,でんとう,전통,JLPT JLPT_2 JLPT_3,b?a#:(nI:=
天然,てんねん,자연산,JLPT JLPT_2 JLPT_3,mJ@k+Q+jCj
問い,とい,물음,JLPT JLPT_2 JLPT_3,qN5[}C*k;Z
党,とう,당,JLPT JLPT_2 JLPT_3,CwN*@P-oun
塔,とう,탑,JLPT JLPT_2 JLPT_3,K]pA87hQ2g
答案,とうあん,답안지,JLPT JLPT_2 JLPT_3,MoK&)Fu]bx
同一,どういつ,동일,JLPT JLPT_2 JLPT_3,l<daK{7I?K
銅貨,どうか,동전,JLPT JLPT_2 JLPT_3,v?#F}bohO.
当時,とうじ,당시,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,cAqI6F$%jo
動詞,どうし,동사,JLPT JLPT_2 JLPT_3,Jt^|GpM7=V
同時,どうじ,동시,JLPT JLPT_2 JLPT_3,yvg^A$k^a|
