expression,reading,meaning,tags,guid
やむをえない,やむをえない,어쩔 수 없다,JLPT JLPT_2,h@Tq3wqB9&
軟らかい,やわらかい,"말랑말랑하다, 말랑하다",JLPT JLPT_2,I1/=F(E;;H
遊園地,ゆうえんち,놀이공원,JLPT JLPT_2,dC>55R1XHE
夕刊,ゆうかん,석간신문,JLPT JLPT_2,G?pT?]klj{
友好,ゆうこう,우호,JLPT JLPT_2,qSk@+t:._p
郵送,ゆうそう,우송,JLPT JLPT_2,"pak,%]0,3<"
夕立,ゆうだち,소낙비,JLPT JLPT_2,FOO]a;xGYZ
夕日,ゆうひ,석양,JLPT JLPT_2,BF*@*C-(FW
悠々,ゆうゆう,"유유히, 여유롭게",JLPT JLPT_2,H<2A&m;&q9
有料,ゆうりょう,유료,JLPT JLPT_2,tT[a^[Mtvi
浴衣,ゆかた,유카타,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,h-?-L8Q|2u
行方,ゆくえ,행방,JLPT JLPT_2,P?=c#@orQc
湯気,ゆげ,김,JLPT JLPT_2,fcrd=}hEtO
輸血,ゆけつ,수혈,JLPT JLPT_2,ui=5Rt>-i.
輸送,ゆそう,수송,JLPT JLPT_2,nl?PiUS:Q5
油断,ゆだん,방심,JLPT JLPT_2,"L&`<@,Zftu"
湯飲み,ゆのみ,찻잔,JLPT JLPT_2,s*/X<SI&g1
湯飲,ゆのみ,찻잔,JLPT JLPT_2,pwNMm0bu8j
緩い,ゆるい,느슨하다,JLPT JLPT_2,f-=j^I>k%>
溶岩,ようがん,용암,JLPT JLPT_2,"z`5eZ>DM,!"
容器,ようき,용기,JLPT JLPT_2,f536=$=S=m
用語,ようご,용어,JLPT JLPT_2 Intermediate_Japanese_Ln.2 Intermediate_Japanese,q6%7}a8txx
要旨,ようし,요지,JLPT JLPT_2,"v/s,Hals&5"
幼児,ようじ,유아,JLPT JLPT_2,Fb~|WLt[gi
容積,ようせき,용적,JLPT JLPT_2,qn|]G/bN%y
幼稚,ようち,유치한,JLPT JLPT_2,I1`Ngu(?)h
幼稚園,ようちえん,유치원,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,GBPX%?VOoV
用途,ようと,쓸모,JLPT JLPT_2,ydM@yIpgUu
洋品店,ようひんてん,"양품점, 서양식 의류점",JLPT JLPT_2,LZsjB@a&45
養分,ようぶん,영양분,JLPT JLPT_2,lk^;Qp?#ur
羊毛,ようもう,양모,JLPT JLPT_2,w_=+w8H+Ok
漸く,ようやく,"마침내, 겨우",JLPT JLPT_2,C^iNv5N4/*
要領,ようりょう,요령,JLPT JLPT_2,za3T9]!5JM
翌～,よく～,다음 ~,JLPT JLPT_2,Q|Y?=K(5C;
欲張り,よくばり,"욕심꾸러기, 욕심쟁이",JLPT JLPT_2,b3gWN3k9:4
余計,よけい,여분,JLPT JLPT_2,FkpUW)M;0p
よこす,よこす,"보내다, 전달하다; (예: 돈) 건네주다",JLPT JLPT_2,GJ|S}*`g9u
よごす,よごす,더럽히다,JLPT JLPT_2,"kPI0fi{,b:"
寄せる,よせる,붙이다,JLPT JLPT_2,td?jGlx.7h
余所,よそ,외간,JLPT JLPT_2,GE|2R=rvQy
四つ角,よつかど,네거리,JLPT JLPT_2,EBB^]8mrLm
酔っ払い,よっぱらい,주정뱅이,JLPT JLPT_2,m$-1zT#)h6
予備,よび,예비,JLPT JLPT_2,oCDbXIVuCu
呼び掛ける,よびかける,당부하다,JLPT JLPT_2,E]+6r}%ERq
呼び出す,よびだす,호출하다,JLPT JLPT_2,B]HE<fu.Gh
蘇る,よみがえる,살아나다,JLPT JLPT_2,bFWlW*}Y0x
慶ぶ,よろこぶ,좋아하다,JLPT JLPT_2,bYQ/7BX1[E
来日,らいにち,"내일, 일본에 옴",JLPT JLPT_2,F=tQ&:UgOr
落第,らくだい,낙방,JLPT JLPT_2,Q(J~:!^_h.
ラッシュアワー,ラッシュアワー,러시아워,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,qG.v6=72Ou
欄,らん,(신문 등의) 난,JLPT JLPT_2,"I[,7dha!hT"
ランチ,ランチ,점심,JLPT JLPT_2,G/r6l:J~B?
ランニング,ランニング,달리기; 러닝셔츠,JLPT JLPT_2,Ctg/L&AR{n
乱暴,らんぼう,난폭,JLPT JLPT_2,s8$*-j{s@r
理科,りか,이과,JLPT JLPT_2,f#/2Fo6[T)
利害,りがい,이해,JLPT JLPT_2,BYu5o+Pi5&
リズム,リズム,리듬,JLPT JLPT_2,sEJgqt=slc
リットル,リットル,리터,JLPT JLPT_2,J=WKC<9({c
リポート,リポート,리포트,JLPT JLPT_2,"C>!.T,TyRb"
リボン,リボン,리본,JLPT JLPT_2,d<&zzlZBY`
略す,りゃくす,"줄이다, 생략하다",JLPT JLPT_2,tS9.Rzrjw(
流域,りゅういき,유역,JLPT JLPT_2,fHWZ-KtDHt
寮,りょう,기숙사,JLPT JLPT_2,v~j5~V9)9G
両～,りょう～,양,JLPT JLPT_2,i/MiSZ3!G4
両側,りょうがわ,양쪽,JLPT JLPT_2,I4rwSM+9WF
漁師,りょうし,고기잡이,JLPT JLPT_2,lKSSx-0&_N
領事,りょうじ,영사,JLPT JLPT_2,Pu=nQI2MaF
領収,りょうしゅう,영수,JLPT JLPT_2,g0BH(u/;@f
臨時,りんじ,임시,JLPT JLPT_2,"IQ{y{$,U6]"
留守番,るすばん,집 지키기,JLPT JLPT_2 Genki_Ln.23 Genki,MW#7DF[RQ)
例外,れいがい,예외,JLPT JLPT_2,tw6[F{cyVX
零点,れいてん,빵점,JLPT JLPT_2,Hh<_pAYn4<
冷凍,れいとう,냉동,JLPT JLPT_2,iIL[pf<7Zb
レインコート,レインコート,비옷,JLPT JLPT_2,h{`Micb;bg
レクリェーション,レクリェーション,"레크리에이션, 오락",JLPT JLPT_2,MmD@s.(0])
レジャー,レジャー,레저,JLPT JLPT_2,o0|E{X}Nj}
列島,れっとう,열도,JLPT JLPT_2,Ev?wG8aB}r
煉瓦,れんが,벽돌,JLPT JLPT_2,cY@sqBwW67
連合,れんごう,연합,JLPT JLPT_2,F3-L+C:h6>
レンズ,レンズ,렌즈,JLPT JLPT_2,w1(O7Kos8|
ローマ字,ローマじ,로마자,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,"n,*Nb4*]$5"
ろうそく,ろうそく,양초,JLPT_2 JLPT Genki_Ln.18 Genki,w_)UKdrs_:
録音,ろくおん,녹취,JLPT JLPT_2,E#iNpJw]tp
ロッカー,ロッカー,사물함,JLPT JLPT_2,m*zHe7hzP9
ロビー,ロビー,로비,JLPT JLPT_2,i8ig9mjNdK
論ずる,ろんずる,논하다,JLPT JLPT_2,y/^Bn9Z9<_
和～,わ～,왜,JLPT JLPT_2,JBvdN:J16X
和英,わえい,"일영, 일본어-영어",JLPT JLPT_2,"B*@cU.E9,A"
我～,わが～,우리의 ~,JLPT JLPT_2,L0:Cs<lBa|
分かれる,わかれる,"갈라지다, 쪼개어지다",JLPT JLPT_2,b{~nvNu2:{
若々しい,わかわかしい,젊어 보임,JLPT JLPT_2,EC2u(({!rQ
詫びる,わびる,사과하다,JLPT JLPT_2,x!9QsM6~r{
和服,わふく,일본옷,JLPT JLPT_2,v@K#0^dxIj
割合に,わりあいに,"상대적으로, 비교적",JLPT JLPT_2,A0do>r1!)l
割算,わりざん,나눗셈 (수학),JLPT JLPT_2,eZw4N!$Eu-
割と,わりと,비교적,JLPT JLPT_2,"I-,z(jixJ,"
割引,わりびき,할인,JLPT JLPT_2,oLo@nz.I(q
ワンピース,ワンピース,원피스,JLPT JLPT_2,l({SDlo@!^
